origin_destination,age_group,number_of_people,year,direction
General Service Administration,41_50,8,2023,in
General Service Administration,51_60,0,2023,in
General Service Administration,61_70,0,2023,in
General Service Administration,71_80,0,2023,in
General Service Administration,81_90,0,2023,in
General Service Administration,91,0,2023,in
General Service Administration,unk,0,2023,in
Georgia,20,31,2023,in
Georgia,21_30,157,2023,in
Georgia,31_40,85,2023,in
Georgia,41_50,36,2023,in
Georgia,51_60,47,2023,in
Georgia,61_70,26,2023,in
Georgia,71_80,9,2023,in
Georgia,81_90,1,2023,in
Georgia,91,0,2023,in
Georgia,unk,0,2023,in
Germany,20,2,2023,in
Germany,21_30,2,2023,in
Germany,31_40,5,2023,in
Germany,41_50,3,2023,in
Germany,51_60,3,2023,in
Germany,61_70,2,2023,in
Germany,71_80,1,2023,in
Germany,81_90,0,2023,in
Germany,91,0,2023,in
Germany,unk,0,2023,in
Guam,20,2,2023,in
Guam,21_30,2,2023,in
Guam,31_40,2,2023,in
Guam,41_50,3,2023,in
Guam,51_60,2,2023,in
Guam,61_70,0,2023,in
Guam,71_80,0,2023,in
Guam,81_90,0,2023,in
Guam,91,0,2023,in
Guam,unk,0,2023,in
Hawaii,20,12,2023,in
Hawaii,21_30,77,2023,in
Hawaii,31_40,78,2023,in
Hawaii,41_50,44,2023,in
Hawaii,51_60,47,2023,in
Hawaii,61_70,28,2023,in
Hawaii,71_80,21,2023,in
Hawaii,81_90,2,2023,in
Hawaii,91,1,2023,in
Hawaii,unk,0,2023,in
Illinois,20,26,2023,in
Illinois,21_30,163,2023,in
Illinois,31_40,69,2023,in
Illinois,41_50,41,2023,in
Illinois,51_60,50,2023,in
Illinois,61_70,35,2023,in
Illinois,71_80,13,2023,in
Illinois,81_90,11,2023,in
Illinois,91,0,2023,in
Illinois,unk,0,2023,in
Indiana,20,10,2023,in
Indiana,21_30,104,2023,in
Indiana,31_40,62,2023,in
Indiana,41_50,32,2023,in
Indiana,51_60,13,2023,in
Indiana,61_70,19,2023,in
Indiana,71_80,8,2023,in
Indiana,81_90,0,2023,in
Indiana,91,0,2023,in
Indiana,unk,0,2023,in
Iowa,20,15,2023,in
Iowa,21_30,96,2023,in
Iowa,31_40,49,2023,in
Iowa,41_50,25,2023,in
Iowa,51_60,21,2023,in
Iowa,61_70,19,2023,in
Iowa,71_80,13,2023,in
Iowa,81_90,2,2023,in
Iowa,91,0,2023,in
Iowa,unk,0,2023,in
Kansas,20,16,2023,in
Kansas,21_30,77,2023,in
Kansas,31_40,45,2023,in
Kansas,41_50,30,2023,in
Kansas,51_60,23,2023,in
Kansas,61_70,21,2023,in
Kansas,71_80,4,2023,in
Kansas,81_90,6,2023,in
Kansas,91,0,2023,in
Kansas,unk,0,2023,in
Kentucky,20,5,2023,in
Kentucky,21_30,58,2023,in
Kentucky,31_40,25,2023,in
Kentucky,41_50,23,2023,in
Kentucky,51_60,12,2023,in
Kentucky,61_70,8,2023,in
Kentucky,71_80,3,2023,in
Kentucky,81_90,0,2023,in
Kentucky,91,0,2023,in
Kentucky,unk,0,2023,in
Louisiana,20,4,2023,in
Louisiana,21_30,57,2023,in
Louisiana,31_40,52,2023,in
Louisiana,41_50,25,2023,in
Louisiana,51_60,8,2023,in
Louisiana,61_70,11,2023,in
Louisiana,71_80,5,2023,in
Louisiana,81_90,0,2023,in
Louisiana,91,0,2023,in
Louisiana,unk,0,2023,in
Maine,20,2,2023,in
Maine,21_30,18,2023,in
Maine,31_40,16,2023,in
Maine,41_50,6,2023,in
Maine,51_60,6,2023,in
Maine,61_70,5,2023,in
Maine,71_80,3,2023,in
Maine,81_90,0,2023,in
Maine,91,0,2023,in
Maine,unk,0,2023,in
Manitoba,20,0,2023,in
Manitoba,21_30,1,2023,in
Manitoba,31_40,0,2023,in
Manitoba,41_50,0,2023,in
Manitoba,51_60,0,2023,in
Manitoba,61_70,0,2023,in
Manitoba,71_80,1,2023,in
Manitoba,81_90,0,2023,in
Manitoba,91,0,2023,in
Manitoba,unk,0,2023,in
Marshall Islands,20,0,2023,in
Marshall Islands,21_30,0,2023,in
Marshall Islands,31_40,0,2023,in
Marshall Islands,41_50,1,2023,in
Marshall Islands,51_60,0,2023,in
Marshall Islands,61_70,0,2023,in
Marshall Islands,71_80,0,2023,in
Marshall Islands,81_90,0,2023,in
Marshall Islands,91,0,2023,in
Marshall Islands,unk,0,2023,in
Maryland,20,7,2023,in
Maryland,21_30,61,2023,in
Maryland,31_40,25,2023,in
Maryland,41_50,20,2023,in
Maryland,51_60,15,2023,in
Maryland,61_70,18,2023,in
Maryland,71_80,6,2023,in
Maryland,81_90,3,2023,in
Maryland,91,1,2023,in
Maryland,unk,0,2023,in
Massachusetts,20,5,2023,in
Massachusetts,21_30,74,2023,in
Massachusetts,31_40,34,2023,in
Massachusetts,41_50,16,2023,in
Massachusetts,51_60,16,2023,in
Massachusetts,61_70,11,2023,in
Massachusetts,71_80,3,2023,in
Massachusetts,81_90,1,2023,in
Massachusetts,91,0,2023,in
Massachusetts,unk,0,2023,in
Mexico,20,0,2023,in
Mexico,21_30,9,2023,in
Mexico,31_40,11,2023,in
Mexico,41_50,4,2023,in
Mexico,51_60,3,2023,in
Mexico,61_70,1,2023,in
Mexico,71_80,0,2023,in
Mexico,81_90,0,2023,in
Mexico,91,0,2023,in
Mexico,unk,0,2023,in
Michigan,20,28,2023,in
Michigan,21_30,116,2023,in
Michigan,31_40,91,2023,in
Michigan,41_50,35,2023,in
Michigan,51_60,26,2023,in
Michigan,61_70,17,2023,in
Michigan,71_80,6,2023,in
Michigan,81_90,4,2023,in
Michigan,91,0,2023,in
Michigan,unk,0,2023,in
Minnesota,20,34,2023,in
Minnesota,21_30,150,2023,in
Minnesota,31_40,80,2023,in
Minnesota,41_50,49,2023,in
Minnesota,51_60,24,2023,in
Minnesota,61_70,34,2023,in
Minnesota,71_80,8,2023,in
Minnesota,81_90,7,2023,in
Minnesota,91,0,2023,in
Minnesota,unk,0,2023,in
Mississippi,20,9,2023,in
Mississippi,21_30,35,2023,in
Mississippi,31_40,21,2023,in
Mississippi,41_50,7,2023,in
Mississippi,51_60,7,2023,in
Mississippi,61_70,9,2023,in
Mississippi,71_80,8,2023,in
Mississippi,81_90,4,2023,in
Mississippi,91,0,2023,in
Mississippi,unk,0,2023,in
Missouri,20,30,2023,in
Missouri,21_30,131,2023,in
Missouri,31_40,68,2023,in
Missouri,41_50,44,2023,in
Missouri,51_60,29,2023,in
Missouri,61_70,26,2023,in
Missouri,71_80,20,2023,in
Missouri,81_90,3,2023,in
Missouri,91,1,2023,in
Missouri,unk,0,2023,in
Montana,20,78,2023,in
Montana,21_30,432,2023,in
Montana,31_40,295,2023,in
Montana,41_50,165,2023,in
Montana,51_60,149,2023,in
Montana,61_70,134,2023,in
Montana,71_80,73,2023,in
Montana,81_90,28,2023,in
Montana,91,1,2023,in
Montana,unk,0,2023,in
Nebraska,20,9,2023,in
Nebraska,21_30,75,2023,in
Nebraska,31_40,60,2023,in
Nebraska,41_50,20,2023,in
Nebraska,51_60,20,2023,in
Nebraska,61_70,4,2023,in
Nebraska,71_80,3,2023,in
Nebraska,81_90,1,2023,in
Nebraska,91,0,2023,in
Nebraska,unk,0,2023,in
Nevada,20,105,2023,in
Nevada,21_30,464,2023,in
Nevada,31_40,389,2023,in
Nevada,41_50,254,2023,in
Nevada,51_60,250,2023,in
Nevada,61_70,227,2023,in
Nevada,71_80,108,2023,in
Nevada,81_90,17,2023,in
Nevada,91,5,2023,in
Nevada,unk,0,2023,in
New Brunswick,20,2,2023,in
New Brunswick,21_30,0,2023,in
New Brunswick,31_40,0,2023,in
New Brunswick,41_50,1,2023,in
New Brunswick,51_60,0,2023,in
New Brunswick,61_70,0,2023,in
New Brunswick,71_80,0,2023,in
New Brunswick,81_90,0,2023,in
New Brunswick,91,0,2023,in
New Brunswick,unk,0,2023,in
New Hampshire,20,6,2023,in
New Hampshire,21_30,26,2023,in
New Hampshire,31_40,16,2023,in
New Hampshire,41_50,9,2023,in
New Hampshire,51_60,10,2023,in
New Hampshire,61_70,4,2023,in
New Hampshire,71_80,2,2023,in
New Hampshire,81_90,0,2023,in
New Hampshire,91,0,2023,in
New Hampshire,unk,0,2023,in
New Jersey,20,1,2023,in
New Jersey,21_30,45,2023,in
New Jersey,31_40,36,2023,in
New Jersey,41_50,18,2023,in
New Jersey,51_60,8,2023,in
New Jersey,61_70,10,2023,in
New Jersey,71_80,4,2023,in
New Jersey,81_90,1,2023,in
New Jersey,91,0,2023,in
New Jersey,unk,0,2023,in
New Mexico,20,29,2023,in
New Mexico,21_30,97,2023,in
New Mexico,31_40,69,2023,in
New Mexico,41_50,60,2023,in
New Mexico,51_60,44,2023,in
New Mexico,61_70,49,2023,in
New Mexico,71_80,19,2023,in
New Mexico,81_90,5,2023,in
New Mexico,91,0,2023,in
New Mexico,unk,0,2023,in
New York,20,16,2023,in
New York,21_30,127,2023,in
New York,31_40,111,2023,in
New York,41_50,40,2023,in
New York,51_60,36,2023,in
New York,61_70,25,2023,in
New York,71_80,3,2023,in
New York,81_90,5,2023,in
New York,91,0,2023,in
New York,unk,0,2023,in
North Carolina,20,19,2023,in
North Carolina,21_30,192,2023,in
North Carolina,31_40,103,2023,in
North Carolina,41_50,56,2023,in
North Carolina,51_60,37,2023,in
North Carolina,61_70,28,2023,in
North Carolina,71_80,13,2023,in
North Carolina,81_90,4,2023,in
North Carolina,91,0,2023,in
North Carolina,unk,0,2023,in
North Dakota,20,16,2023,in
North Dakota,21_30,108,2023,in
North Dakota,31_40,70,2023,in
North Dakota,41_50,48,2023,in
North Dakota,51_60,40,2023,in
North Dakota,61_70,22,2023,in
North Dakota,71_80,5,2023,in
North Dakota,81_90,2,2023,in
North Dakota,91,0,2023,in
North Dakota,unk,0,2023,in
Northern Mariana Islands,20,2,2023,in
Northern Mariana Islands,21_30,11,2023,in
Northern Mariana Islands,31_40,3,2023,in
Northern Mariana Islands,41_50,2,2023,in
Northern Mariana Islands,51_60,3,2023,in
Northern Mariana Islands,61_70,1,2023,in
Northern Mariana Islands,71_80,0,2023,in
Northern Mariana Islands,81_90,0,2023,in
Northern Mariana Islands,91,0,2023,in
Northern Mariana Islands,unk,0,2023,in
Northwest Territory,20,1,2023,in
Northwest Territory,21_30,0,2023,in
Northwest Territory,31_40,0,2023,in
Northwest Territory,41_50,0,2023,in
Northwest Territory,51_60,0,2023,in
Northwest Territory,61_70,0,2023,in
Northwest Territory,71_80,0,2023,in
Northwest Territory,81_90,0,2023,in
Northwest Territory,91,0,2023,in
Northwest Territory,unk,0,2023,in
Nova Scotia,20,0,2023,in
Nova Scotia,21_30,0,2023,in
Nova Scotia,31_40,1,2023,in
Nova Scotia,41_50,0,2023,in
Nova Scotia,51_60,0,2023,in
Nova Scotia,61_70,0,2023,in
Nova Scotia,71_80,0,2023,in
Nova Scotia,81_90,0,2023,in
Nova Scotia,91,0,2023,in
Nova Scotia,unk,0,2023,in
Nunavut,20,0,2023,in
Nunavut,21_30,0,2023,in
Nunavut,31_40,2,2023,in
Nunavut,41_50,0,2023,in
Nunavut,51_60,1,2023,in
Nunavut,61_70,0,2023,in
Nunavut,71_80,0,2023,in
Nunavut,81_90,0,2023,in
Nunavut,91,0,2023,in
Nunavut,unk,0,2023,in
Ohio,20,20,2023,in
Ohio,21_30,122,2023,in
Ohio,31_40,83,2023,in
Ohio,41_50,46,2023,in
Ohio,51_60,25,2023,in
Ohio,61_70,17,2023,in
Ohio,71_80,12,2023,in
Ohio,81_90,4,2023,in
Ohio,91,0,2023,in
Ohio,unk,0,2023,in
Oklahoma,20,14,2023,in
Oklahoma,21_30,87,2023,in
Oklahoma,31_40,68,2023,in
Oklahoma,41_50,37,2023,in
Oklahoma,51_60,32,2023,in
Oklahoma,61_70,21,2023,in
Oklahoma,71_80,12,2023,in
Oklahoma,81_90,1,2023,in
Oklahoma,91,0,2023,in
Oklahoma,unk,0,2023,in
Ontario,20,0,2023,in
Ontario,21_30,6,2023,in
Ontario,31_40,2,2023,in
Ontario,41_50,1,2023,in
Ontario,51_60,2,2023,in
Ontario,61_70,1,2023,in
Ontario,71_80,0,2023,in
Ontario,81_90,0,2023,in
Ontario,91,0,2023,in
Ontario,unk,0,2023,in
Oregon,20,301,2023,in
Oregon,21_30,1163,2023,in
Oregon,31_40,870,2023,in
Oregon,41_50,587,2023,in
Oregon,51_60,583,2023,in
Oregon,61_70,567,2023,in
Oregon,71_80,279,2023,in
Oregon,81_90,95,2023,in
Oregon,91,8,2023,in
Oregon,unk,0,2023,in
Pennsylvania,20,28,2023,in
Pennsylvania,21_30,140,2023,in
Pennsylvania,31_40,78,2023,in
Pennsylvania,41_50,38,2023,in
Pennsylvania,51_60,29,2023,in
Pennsylvania,61_70,30,2023,in
Pennsylvania,71_80,11,2023,in
Pennsylvania,81_90,6,2023,in
Pennsylvania,91,0,2023,in
Pennsylvania,unk,0,2023,in
Prince Edward Island,20,0,2023,in
Prince Edward Island,21_30,0,2023,in
Prince Edward Island,31_40,0,2023,in
Prince Edward Island,41_50,0,2023,in
Prince Edward Island,51_60,0,2023,in
Prince Edward Island,61_70,1,2023,in
Prince Edward Island,71_80,1,2023,in
Prince Edward Island,81_90,0,2023,in
Prince Edward Island,91,0,2023,in
Prince Edward Island,unk,0,2023,in
Puerto Rico,20,2,2023,in
Puerto Rico,21_30,15,2023,in
Puerto Rico,31_40,6,2023,in
Puerto Rico,41_50,0,2023,in
Puerto Rico,51_60,0,2023,in
Puerto Rico,61_70,2,2023,in
Puerto Rico,71_80,0,2023,in
Puerto Rico,81_90,0,2023,in
Puerto Rico,91,0,2023,in
Puerto Rico,unk,0,2023,in
Quebec,20,1,2023,in
Quebec,21_30,0,2023,in
Quebec,31_40,1,2023,in
Quebec,41_50,0,2023,in
Quebec,51_60,1,2023,in
Quebec,61_70,0,2023,in
Quebec,71_80,0,2023,in
Quebec,81_90,0,2023,in
Quebec,91,0,2023,in
Quebec,unk,0,2023,in
Rhode Island,20,2,2023,in
Rhode Island,21_30,10,2023,in
Rhode Island,31_40,4,2023,in
Rhode Island,41_50,2,2023,in
Rhode Island,51_60,4,2023,in
Rhode Island,61_70,2,2023,in
Rhode Island,71_80,1,2023,in
Rhode Island,81_90,0,2023,in
Rhode Island,91,0,2023,in
Rhode Island,unk,0,2023,in
Saskatchewan,20,0,2023,in
Saskatchewan,21_30,1,2023,in
Saskatchewan,31_40,0,2023,in
Saskatchewan,41_50,0,2023,in
Saskatchewan,51_60,0,2023,in
Saskatchewan,61_70,0,2023,in
Saskatchewan,71_80,0,2023,in
Saskatchewan,81_90,0,2023,in
Saskatchewan,91,0,2023,in
Saskatchewan,unk,0,2023,in
South Carolina,20,10,2023,in
South Carolina,21_30,72,2023,in
South Carolina,31_40,63,2023,in
South Carolina,41_50,27,2023,in
South Carolina,51_60,24,2023,in
South Carolina,61_70,28,2023,in
South Carolina,71_80,11,2023,in
South Carolina,81_90,2,2023,in
South Carolina,91,0,2023,in
South Carolina,unk,0,2023,in
South Dakota,20,19,2023,in
South Dakota,21_30,62,2023,in
South Dakota,31_40,48,2023,in
South Dakota,41_50,31,2023,in
South Dakota,51_60,13,2023,in
South Dakota,61_70,39,2023,in
South Dakota,71_80,18,2023,in
South Dakota,81_90,2,2023,in
South Dakota,91,0,2023,in
South Dakota,unk,0,2023,in
South Korea,20,3,2023,in
South Korea,21_30,28,2023,in
South Korea,31_40,20,2023,in
South Korea,41_50,15,2023,in
South Korea,51_60,2,2023,in
South Korea,61_70,0,2023,in
South Korea,71_80,0,2023,in
South Korea,81_90,0,2023,in
South Korea,91,0,2023,in
South Korea,unk,0,2023,in
Taiwan,20,0,2023,in
Taiwan,21_30,5,2023,in
Taiwan,31_40,5,2023,in
Taiwan,41_50,2,2023,in
Taiwan,51_60,0,2023,in
Taiwan,61_70,0,2023,in
Taiwan,71_80,0,2023,in
Taiwan,81_90,0,2023,in
Taiwan,91,0,2023,in
Taiwan,unk,0,2023,in
Tennessee,20,27,2023,in
Tennessee,21_30,140,2023,in
Tennessee,31_40,79,2023,in
Tennessee,41_50,52,2023,in
Tennessee,51_60,36,2023,in
Tennessee,61_70,22,2023,in
Tennessee,71_80,12,2023,in
Tennessee,81_90,1,2023,in
Tennessee,91,0,2023,in
Tennessee,unk,0,2023,in
Texas,20,79,2023,in
Texas,21_30,641,2023,in
Texas,31_40,491,2023,in
Texas,41_50,284,2023,in
Texas,51_60,226,2023,in
Texas,61_70,169,2023,in
Texas,71_80,61,2023,in
Texas,81_90,17,2023,in
Texas,91,1,2023,in
Texas,unk,1,2023,in
Unknown,20,0,2023,in
Unknown,21_30,10,2023,in
Unknown,31_40,3,2023,in
Unknown,41_50,2,2023,in
Unknown,51_60,0,2023,in
Unknown,61_70,0,2023,in
Unknown,71_80,0,2023,in
Unknown,81_90,0,2023,in
Unknown,91,0,2023,in
Unknown,unk,0,2023,in
Utah,20,186,2023,in
Utah,21_30,1672,2023,in
Utah,31_40,833,2023,in
Utah,41_50,493,2023,in
Utah,51_60,324,2023,in
Utah,61_70,298,2023,in
Utah,71_80,113,2023,in
Utah,81_90,31,2023,in
Utah,91,7,2023,in
Utah,unk,0,2023,in
Vermont,20,3,2023,in
Vermont,21_30,17,2023,in
Vermont,31_40,12,2023,in
Vermont,41_50,14,2023,in
Vermont,51_60,7,2023,in
Vermont,61_70,6,2023,in
Vermont,71_80,2,2023,in
Vermont,81_90,0,2023,in
Vermont,91,0,2023,in
Vermont,unk,0,2023,in
Virgin Islands,20,0,2023,in
Virgin Islands,21_30,1,2023,in
Virgin Islands,31_40,3,2023,in
Virgin Islands,41_50,1,2023,in
Virgin Islands,51_60,0,2023,in
Virgin Islands,61_70,0,2023,in
Virgin Islands,71_80,0,2023,in
Virgin Islands,81_90,0,2023,in
Virgin Islands,91,0,2023,in
Virgin Islands,unk,0,2023,in
Virginia,20,28,2023,in
Virginia,21_30,153,2023,in
Virginia,31_40,106,2023,in
Virginia,41_50,61,2023,in
Virginia,51_60,37,2023,in
Virginia,61_70,41,2023,in
Virginia,71_80,13,2023,in
Virginia,81_90,4,2023,in
Virginia,91,0,2023,in
Virginia,unk,0,2023,in
Wake Island,20,0,2023,in
Wake Island,21_30,1,2023,in
Wake Island,31_40,0,2023,in
Wake Island,41_50,0,2023,in
Wake Island,51_60,1,2023,in
Wake Island,61_70,1,2023,in
Wake Island,71_80,0,2023,in
Wake Island,81_90,0,2023,in
Wake Island,91,0,2023,in
Wake Island,unk,0,2023,in
Washington,20,497,2023,in
Washington,21_30,2516,2023,in
Washington,31_40,1823,2023,in
Washington,41_50,1258,2023,in
Washington,51_60,1146,2023,in
Washington,61_70,1098,2023,in
Washington,71_80,482,2023,in
Washington,81_90,97,2023,in
Washington,91,19,2023,in
Washington,unk,0,2023,in
West Virginia,20,2,2023,in
West Virginia,21_30,20,2023,in
West Virginia,31_40,10,2023,in
West Virginia,41_50,5,2023,in
West Virginia,51_60,2,2023,in
West Virginia,61_70,6,2023,in
West Virginia,71_80,6,2023,in
West Virginia,81_90,0,2023,in
West Virginia,91,0,2023,in
West Virginia,unk,0,2023,in
Wisconsin,20,16,2023,in
Wisconsin,21_30,152,2023,in
Wisconsin,31_40,51,2023,in
Wisconsin,41_50,33,2023,in
Wisconsin,51_60,29,2023,in
Wisconsin,61_70,26,2023,in
Wisconsin,71_80,12,2023,in
Wisconsin,81_90,5,2023,in
Wisconsin,91,0,2023,in
Wisconsin,unk,0,2023,in
Wyoming,20,55,2023,in
Wyoming,21_30,237,2023,in
Wyoming,31_40,186,2023,in
Wyoming,41_50,107,2023,in
Wyoming,51_60,88,2023,in
Wyoming,61_70,75,2023,in
Wyoming,71_80,23,2023,in
Wyoming,81_90,2,2023,in
Wyoming,91,0,2023,in
Wyoming,unk,0,2023,in
Yukon Territory,20,0,2023,in
Yukon Territory,21_30,1,2023,in
Yukon Territory,31_40,1,2023,in
Yukon Territory,41_50,0,2023,in
Yukon Territory,51_60,0,2023,in
Yukon Territory,61_70,1,2023,in
Yukon Territory,71_80,0,2023,in
Yukon Territory,81_90,0,2023,in
Yukon Territory,91,0,2023,in
Yukon Territory,unk,0,2023,in
Alabama,20,0,2014,in
Alabama,21_30,32,2014,in
Alabama,31_40,45,2014,in
Alabama,41_50,32,2014,in
Alabama,51_60,25,2014,in
Alabama,61_70,17,2014,in
Alabama,71_80,6,2014,in
Alabama,81_90,4,2014,in
Alabama,91,0,2014,in
Alabama,unk,0,2014,in
Alaska,20,0,2014,in
Alaska,21_30,131,2014,in
Alaska,31_40,206,2014,in
Alaska,41_50,176,2014,in
Alaska,51_60,120,2014,in
Alaska,61_70,142,2014,in
Alaska,71_80,101,2014,in
Alaska,81_90,18,2014,in
Alaska,91,4,2014,in
Alaska,unk,1,2014,in
Alberta,20,0,2014,in
Alberta,21_30,8,2014,in
Alberta,31_40,9,2014,in
Alberta,41_50,3,2014,in
Alberta,51_60,3,2014,in
Alberta,61_70,1,2014,in
Alberta,71_80,2,2014,in
Alberta,81_90,0,2014,in
Alberta,91,0,2014,in
Alberta,unk,0,2014,in
American Samoa (Islands),20,0,2014,in
American Samoa (Islands),21_30,1,2014,in
American Samoa (Islands),31_40,0,2014,in
American Samoa (Islands),41_50,3,2014,in
American Samoa (Islands),51_60,1,2014,in
American Samoa (Islands),61_70,0,2014,in
American Samoa (Islands),71_80,1,2014,in
American Samoa (Islands),81_90,0,2014,in
American Samoa (Islands),91,0,2014,in
American Samoa (Islands),unk,0,2014,in
Arizona,20,8,2014,in
Arizona,21_30,233,2014,in
Arizona,31_40,538,2014,in
Arizona,41_50,342,2014,in
Arizona,51_60,228,2014,in
Arizona,61_70,255,2014,in
Arizona,71_80,196,2014,in
Arizona,81_90,94,2014,in
Arizona,91,28,2014,in
Arizona,unk,6,2014,in
Arkansas,20,0,2014,in
Arkansas,21_30,31,2014,in
Arkansas,31_40,34,2014,in
Arkansas,41_50,31,2014,in
Arkansas,51_60,27,2014,in
Arkansas,61_70,17,2014,in
Arkansas,71_80,18,2014,in
Arkansas,81_90,10,2014,in
Arkansas,91,2,2014,in
Arkansas,unk,0,2014,in
British Columbia,20,0,2014,in
British Columbia,21_30,8,2014,in
British Columbia,31_40,1,2014,in
British Columbia,41_50,8,2014,in
British Columbia,51_60,4,2014,in
British Columbia,61_70,2,2014,in
British Columbia,71_80,2,2014,in
British Columbia,81_90,0,2014,in
British Columbia,91,0,2014,in
British Columbia,unk,0,2014,in
California,20,4,2014,in
California,21_30,1105,2014,in
California,31_40,1988,2014,in
California,41_50,1238,2014,in
California,51_60,1193,2014,in
California,61_70,1370,2014,in
California,71_80,901,2014,in
California,81_90,251,2014,in
California,91,96,2014,in
California,unk,12,2014,in
Colorado,20,0,2014,in
Colorado,21_30,204,2014,in
Colorado,31_40,465,2014,in
Colorado,41_50,293,2014,in
Colorado,51_60,238,2014,in
Colorado,61_70,229,2014,in
Colorado,71_80,128,2014,in
Colorado,81_90,49,2014,in
Colorado,91,13,2014,in
Colorado,unk,0,2014,in
Connecticut,20,0,2014,in
Connecticut,21_30,14,2014,in
Connecticut,31_40,33,2014,in
Connecticut,41_50,17,2014,in
Connecticut,51_60,17,2014,in
Connecticut,61_70,8,2014,in
Connecticut,71_80,11,2014,in
Connecticut,81_90,5,2014,in
Connecticut,91,0,2014,in
Connecticut,unk,0,2014,in
Delaware,20,0,2014,in
Delaware,21_30,10,2014,in
Delaware,31_40,12,2014,in
Delaware,41_50,5,2014,in
Delaware,51_60,3,2014,in
Delaware,61_70,1,2014,in
Delaware,71_80,2,2014,in
Delaware,81_90,0,2014,in
Delaware,91,0,2014,in
Delaware,unk,0,2014,in
Dist Of Columbia,20,0,2014,in
Dist Of Columbia,21_30,1,2014,in
Dist Of Columbia,31_40,12,2014,in
Dist Of Columbia,41_50,4,2014,in
Dist Of Columbia,51_60,4,2014,in
Dist Of Columbia,61_70,0,2014,in
Dist Of Columbia,71_80,2,2014,in
Dist Of Columbia,81_90,1,2014,in
Dist Of Columbia,91,0,2014,in
Dist Of Columbia,unk,0,2014,in
Federated States Of Micronesia,20,0,2014,in
Federated States Of Micronesia,21_30,1,2014,in
Federated States Of Micronesia,31_40,1,2014,in
Federated States Of Micronesia,41_50,3,2014,in
Federated States Of Micronesia,51_60,0,2014,in
Federated States Of Micronesia,61_70,0,2014,in
Federated States Of Micronesia,71_80,0,2014,in
Federated States Of Micronesia,81_90,0,2014,in
Federated States Of Micronesia,91,0,2014,in
Federated States Of Micronesia,unk,0,2014,in
Florida,20,0,2014,in
Florida,21_30,141,2014,in
Florida,31_40,253,2014,in
Florida,41_50,154,2014,in
Florida,51_60,108,2014,in
Florida,61_70,99,2014,in
Florida,71_80,70,2014,in
Florida,81_90,34,2014,in
Florida,91,12,2014,in
Florida,unk,0,2014,in
Georgia,20,0,2014,in
Georgia,21_30,46,2014,in
Georgia,31_40,122,2014,in
Georgia,41_50,78,2014,in
Georgia,51_60,43,2014,in
Georgia,61_70,36,2014,in
Georgia,71_80,14,2014,in
Georgia,81_90,4,2014,in
Georgia,91,3,2014,in
Georgia,unk,0,2014,in
Guam,20,0,2014,in
Guam,21_30,2,2014,in
Guam,31_40,3,2014,in
Guam,41_50,3,2014,in
Guam,51_60,3,2014,in
Guam,61_70,0,2014,in
Guam,71_80,1,2014,in
Guam,81_90,1,2014,in
Guam,91,0,2014,in
Guam,unk,0,2014,in
Hawaii,20,0,2014,in
Hawaii,21_30,43,2014,in
Hawaii,31_40,95,2014,in
Hawaii,41_50,29,2014,in
Hawaii,51_60,42,2014,in
Hawaii,61_70,28,2014,in
Hawaii,71_80,19,2014,in
Hawaii,81_90,5,2014,in
Hawaii,91,3,2014,in
Hawaii,unk,0,2014,in
Illinois,20,0,2014,in
Illinois,21_30,68,2014,in
Illinois,31_40,136,2014,in
Illinois,41_50,91,2014,in
Illinois,51_60,47,2014,in
Illinois,61_70,53,2014,in
Illinois,71_80,32,2014,in
Illinois,81_90,7,2014,in
Illinois,91,7,2014,in
Illinois,unk,0,2014,in
Indiana,20,0,2014,in
Indiana,21_30,46,2014,in
Indiana,31_40,73,2014,in
Indiana,41_50,51,2014,in
Indiana,51_60,40,2014,in
Indiana,61_70,30,2014,in
Indiana,71_80,10,2014,in
Indiana,81_90,4,2014,in
Indiana,91,1,2014,in
Indiana,unk,1,2014,in
Iowa,20,0,2014,in
Iowa,21_30,35,2014,in
Iowa,31_40,79,2014,in
Iowa,41_50,41,2014,in
Iowa,51_60,23,2014,in
Iowa,61_70,26,2014,in
Iowa,71_80,12,2014,in
Iowa,81_90,10,2014,in
Iowa,91,2,2014,in
Iowa,unk,0,2014,in
Kansas,20,0,2014,in
Kansas,21_30,47,2014,in
Kansas,31_40,66,2014,in
Kansas,41_50,52,2014,in
Kansas,51_60,37,2014,in
Kansas,61_70,23,2014,in
Kansas,71_80,22,2014,in
Kansas,81_90,2,2014,in
Kansas,91,1,2014,in
Kansas,unk,0,2014,in
Kentucky,20,0,2014,in
Kentucky,21_30,23,2014,in
Kentucky,31_40,47,2014,in
Kentucky,41_50,30,2014,in
Kentucky,51_60,33,2014,in
Kentucky,61_70,20,2014,in
Kentucky,71_80,9,2014,in
Kentucky,81_90,3,2014,in
Kentucky,91,1,2014,in
Kentucky,unk,0,2014,in
Louisiana,20,0,2014,in
Louisiana,21_30,31,2014,in
Louisiana,31_40,47,2014,in
Louisiana,41_50,28,2014,in
Louisiana,51_60,17,2014,in
Louisiana,61_70,12,2014,in
Louisiana,71_80,12,2014,in
Louisiana,81_90,3,2014,in
Louisiana,91,0,2014,in
Louisiana,unk,0,2014,in
Maine,20,0,2014,in
Maine,21_30,8,2014,in
Maine,31_40,36,2014,in
Maine,41_50,13,2014,in
Maine,51_60,15,2014,in
