"Notes"	"Residence State"	"Residence State Code"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	% of Total Deaths
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"57 years"	"57"	62	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"58 years"	"58"	67	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"59 years"	"59"	100	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"60 years"	"60"	100	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"61 years"	"61"	132	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"62 years"	"62"	116	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"63 years"	"63"	152	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"64 years"	"64"	131	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"65 years"	"65"	143	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"66 years"	"66"	148	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"67 years"	"67"	151	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"68 years"	"68"	183	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"69 years"	"69"	182	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"70 years"	"70"	174	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"71 years"	"71"	219	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"72 years"	"72"	212	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"73 years"	"73"	209	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"74 years"	"74"	241	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"75 years"	"75"	254	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"76 years"	"76"	307	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"77 years"	"77"	287	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"78 years"	"78"	229	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"79 years"	"79"	274	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"80 years"	"80"	292	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"81 years"	"81"	299	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"82 years"	"82"	281	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"83 years"	"83"	238	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"84 years"	"84"	249	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"85 years"	"85"	271	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"86 years"	"86"	275	0.3%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"87 years"	"87"	260	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"88 years"	"88"	243	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"89 years"	"89"	245	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"90 years"	"90"	239	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"91 years"	"91"	196	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"92 years"	"92"	196	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"93 years"	"93"	196	0.2%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"94 years"	"94"	148	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"95 years"	"95"	138	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"96 years"	"96"	104	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"97 years"	"97"	74	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"98 years"	"98"	65	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"99 years"	"99"	46	0.0%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"100+ years"	"100"	105	0.1%
	"Idaho"	"16"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	0.0%
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Title: Provisional mortality 2018 through July 27 2024 by single year age groups"
"Residence States: Idaho (16)"
"Group By: Residence State; Year; Single-Year Ages"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Aug 12, 2024 12:09:39 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2022,"
"and from provisional data for years 2023-2024, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Aug 12, 2024 12:09:39"
"PM"
"---"
Messages:
"1. Population and Rates are not available when values are selected for Single-Year Ages or Ten-Year Age Groups in section 3 or"
"they appear in Group Results By list in section 1, and county level locations, including urbanization categories and US-Mexico"
"Border areas, are selected in section 2, or when County, US-Mexico Border areas, or Urbanization appears in the Group Results By"
"list in section 1. Population, Rates and related measures have been removed from the results. More information#"
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"3. The population figures for years 2022 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is based on the Modified Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of"
"the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020"
"Census data from the internal Census Edited File (CEF). The population figures for years 2021 are single-race estimates of the"
"July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30, 2022. The population figures"
"for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based on"
"April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"4. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Age"
"Group."
"5. Deaths occurring through July 27, 2024 as of August 04, 2024."
